Namespace(batch_size=10, dataset_path='ModelNet40', dataset_type='modelnet', device='cuda:0', emb_dims=1024, epochs=200, eval=False, exp_name='exp_pnlk_v1', fine_tune_pointnet='tune', num_points=1024, optimizer='Adam', pretrained='', resume='', seed=1234, start_epoch=0, symfn='max', transfer_ptnet_weights='./checkpoints/exp_classifier/models/best_ptnet_model.t7', workers=4)
EPOCH:: 1, Traininig Loss: 2.834779, Testing Loss: 2.354854, Best Loss: 2.354854
EPOCH:: 2, Traininig Loss: 1.064775, Testing Loss: 1.424999, Best Loss: 1.424999
EPOCH:: 3, Traininig Loss: 0.665383, Testing Loss: 0.739468, Best Loss: 0.739468
EPOCH:: 4, Traininig Loss: 0.855117, Testing Loss: 0.664866, Best Loss: 0.664866
EPOCH:: 5, Traininig Loss: 3.864886, Testing Loss: 0.336409, Best Loss: 0.336409
EPOCH:: 6, Traininig Loss: 0.780387, Testing Loss: 0.402455, Best Loss: 0.336409
EPOCH:: 7, Traininig Loss: 0.504956, Testing Loss: 0.326164, Best Loss: 0.326164
EPOCH:: 8, Traininig Loss: 0.919040, Testing Loss: 0.827797, Best Loss: 0.326164
EPOCH:: 9, Traininig Loss: 0.678414, Testing Loss: 0.956458, Best Loss: 0.326164
EPOCH:: 10, Traininig Loss: 1.179589, Testing Loss: 1.247572, Best Loss: 0.326164
EPOCH:: 11, Traininig Loss: 0.649622, Testing Loss: 0.723166, Best Loss: 0.326164
EPOCH:: 12, Traininig Loss: 0.994429, Testing Loss: 0.375436, Best Loss: 0.326164
EPOCH:: 13, Traininig Loss: 0.821025, Testing Loss: 0.694881, Best Loss: 0.326164
EPOCH:: 14, Traininig Loss: 1.112250, Testing Loss: 2.485548, Best Loss: 0.326164
EPOCH:: 15, Traininig Loss: 2.370769, Testing Loss: 2.375044, Best Loss: 0.326164
EPOCH:: 16, Traininig Loss: 1.054083, Testing Loss: 0.626288, Best Loss: 0.326164
EPOCH:: 17, Traininig Loss: 0.783341, Testing Loss: 0.839274, Best Loss: 0.326164
EPOCH:: 18, Traininig Loss: 0.628790, Testing Loss: 0.268407, Best Loss: 0.268407
EPOCH:: 19, Traininig Loss: 0.671890, Testing Loss: 0.323315, Best Loss: 0.268407
EPOCH:: 20, Traininig Loss: 0.678178, Testing Loss: 1.369686, Best Loss: 0.268407
EPOCH:: 21, Traininig Loss: 0.639423, Testing Loss: 0.336060, Best Loss: 0.268407
EPOCH:: 22, Traininig Loss: 1.266182, Testing Loss: 0.349840, Best Loss: 0.268407
EPOCH:: 23, Traininig Loss: 0.467277, Testing Loss: 0.541252, Best Loss: 0.268407
EPOCH:: 24, Traininig Loss: 0.686518, Testing Loss: 0.411531, Best Loss: 0.268407
EPOCH:: 25, Traininig Loss: 0.432976, Testing Loss: 0.339188, Best Loss: 0.268407
EPOCH:: 26, Traininig Loss: 0.356039, Testing Loss: 0.327641, Best Loss: 0.268407
EPOCH:: 27, Traininig Loss: 0.918736, Testing Loss: 1.660314, Best Loss: 0.268407
EPOCH:: 28, Traininig Loss: 0.480436, Testing Loss: 0.286674, Best Loss: 0.268407
EPOCH:: 29, Traininig Loss: 0.415409, Testing Loss: 0.989688, Best Loss: 0.268407
EPOCH:: 30, Traininig Loss: 0.913350, Testing Loss: 1.347495, Best Loss: 0.268407
EPOCH:: 31, Traininig Loss: 1.057996, Testing Loss: 1.023880, Best Loss: 0.268407
